
[00:00:00.000 --> 00:00:06.880]   You're listening to the QLIP's English podcast. To download the study guide for this episode,
[00:05:39.920 --> 00:05:50.240]   is pronounced three different ways. It could be T, D, or ED. Is that right? Yes. Yes. Now some people
[00:05:50.240 --> 00:05:57.840]   say ED. Some people say ED. It just depends on how fast you're talking. But yes, exactly. There are
[00:05:57.840 --> 00:06:06.480]   three different ways of saying it. Okay. I think this is going to come as a shock to many people,
[00:06:06.480 --> 00:06:14.720]   because it's one spelling, but three different pronunciations. And the good news is there are
[00:06:14.720 --> 00:06:22.160]   some rules that you can follow to determine what pronunciation to use. And that is what we're
[00:06:22.160 --> 00:06:29.040]   going to tell you today. And just before we tell the tips to everybody, why don't we give some
[00:06:29.040 --> 00:06:39.840]   examples of some verbs that use the different endings? Right. So we can say, I worked, right?
[00:06:39.840 --> 00:06:49.920]   That's a T ending. Worked. I worked yesterday. Not work it. Not work it. Worked. Worked. Yep.
[00:06:49.920 --> 00:06:58.400]   Or I could say yesterday, I played Frisbee in the park. Played Frisbee. So that's the
[00:06:58.400 --> 00:07:04.800]   the D ending, right? Played. That's the D ending, the D. Okay. Or I could say,
[00:07:05.920 --> 00:07:15.840]   Mike and I batted at the batting cages yesterday. Batted. And that is your example of the ID batted.
[00:07:15.840 --> 00:07:23.360]   The ID batted. Okay. Very nice. So bat to bat, like when you play baseball, you have to
[00:07:23.360 --> 00:07:31.440]   hit a ball. We use this verb to bat. When we put it into the past tense, it's bad ID. Okay.
[00:07:32.000 --> 00:07:38.560]   Yeah. Very good. So even though these words are spelled all the same with an E D at the end,
[00:07:38.560 --> 00:07:47.920]   they're all pronounced differently. So how do we know when to use the T or ID ending?
[00:07:47.920 --> 00:07:56.320]   Yeah. So we, there are actually three different easy rules to follow. Very easy.
[00:07:57.200 --> 00:08:04.240]   Okay. I like it. I like easy. Yeah. That's why it's called speak easy. Um, well,
[00:08:04.240 --> 00:08:14.080]   the first one, if we look at the first, um, ending the T or the T ending, right? Like worked, worked.
[00:08:14.080 --> 00:08:21.200]   So whenever the root word in the simple past form, or when we say root word, it's kind of like the verb
[00:08:21.200 --> 00:08:32.480]   without the E D ending, like work, right? Before it becomes past tense. Okay. So if that word ends
[00:08:32.480 --> 00:08:47.920]   with a consonant that is voiceless, like S, S, or P, like P, P, or K, like K, or an F sound like
[00:08:50.080 --> 00:09:03.520]   or like church. So cha or the TH sound that is voiceless or the SH sound like sh as in fish,
[00:09:03.520 --> 00:09:12.960]   fished. Whenever you have the root word ending with one of those consonant sounds, not letters,
[00:09:12.960 --> 00:09:21.680]   but sounds, then the E D is going to sound like a T. So Sue, you're saying that whenever the verb
[00:09:21.680 --> 00:09:29.440]   that we want to change to the past tense, if it ends with a voiceless consonant,
[00:09:30.320 --> 00:09:45.680]   like again an S sound, S, P sound, P, K sound, K, F sound, F, Ch sound, Ch, voiceless TH, like
[00:09:45.680 --> 00:09:56.400]   or SH sound, whenever the verb ends with that sound as its final sound,
[00:09:57.040 --> 00:10:09.040]   then the E D is pronounced like a T, correct? Correct. And just to clarify, you can figure out
[00:10:09.040 --> 00:10:16.000]   if a sound is voiced or voiceless by putting your hand just on your throat, like where your vocal
[00:10:16.000 --> 00:10:25.280]   chords are, your vocal folds, you know, your voice boxes. And you make the sound feel like an S sound,
[00:10:26.080 --> 00:10:33.680]   and if you feel vibration, then it's not voiceless, it's voiced. But if you don't feel vibration,
[00:10:33.680 --> 00:10:40.480]   then it's a voiceless consonant. And you know that it's going to have a T at the end when there's an
[00:10:40.480 --> 00:10:50.240]   E D ending. Exactly. This is kind of fancy linguistic speech voiced and voiceless, but really it just
[00:10:50.240 --> 00:10:58.320]   means vibrating or non vibrating. So voiceless means non vibrating. If you take, for example,
[00:10:58.320 --> 00:11:06.960]   the S sound, you put your hand on your throat and you go S you feel no vibration. If you change that
[00:11:06.960 --> 00:11:16.640]   to a Z sound, Z well, then that is a voiced consonant and you can feel lots of vibration on your throat.
[00:11:17.360 --> 00:11:24.640]   And so this is how you can determine voiced or voiceless. Voiceless are the consonants that
[00:11:24.640 --> 00:11:33.680]   change the E D sound to a T sound. Exactly. You know what, Andrew, let's take a listen to an
[00:11:33.680 --> 00:11:43.120]   example dialogue and see if we can pick out the E D endings that sound like T. Let's do it.
[00:11:43.120 --> 00:11:57.360]   Sounds good to me. I can't believe it's not even lunch yet. I'm so tired.
[00:11:57.360 --> 00:12:05.680]   You have a late night? I worked until midnight and then I went to this new club down the street.
[00:12:06.400 --> 00:12:15.040]   We danced until 3am. Oh man, you must have been wiped out this morning. Yeah, I had hoped this
[00:12:15.040 --> 00:12:27.360]   coffee would have helped, but nah. Too bad. All right, so in that dialogue, Andrew, what words
[00:12:27.360 --> 00:12:36.000]   did you notice that ended with a T sound in the simple past? Well, there were several of them.
[00:12:36.560 --> 00:12:46.000]   Let's see. I heard the verb worked in the past tense, worked. Yeah. Also danced,
[00:12:46.000 --> 00:13:01.280]   wiped and hoped. Yeah. And all of those had root words, so the original word or verb before adding
[00:13:01.280 --> 00:13:10.640]   this, the E D ending that ended with a voiceless consonant, right? The ck, that worked ended with a
[00:13:10.640 --> 00:13:24.400]   K sound. Yeah. Danced ended with a sst sound, right, an s sound, and wiped and hoped ended with a p,
[00:13:24.400 --> 00:13:33.920]   a P sound. And so they all get a T ending. Exactly. So guys, once again, just listen, worked,
[00:13:33.920 --> 00:13:47.280]   danced, wiped, hoped. Okay, work it. No, dancid, no, wipe it. No, hope it. No. Okay, worked,
[00:13:47.840 --> 00:13:59.040]   danced, wiped, hoped. That's right. Very, very good. Okay, Suzanne. So that is the first sound
[00:13:59.040 --> 00:14:07.840]   of the E D, the T ending. Why don't we take a look now at the second possible sound, the D ending.
[00:14:08.800 --> 00:14:19.840]   Okay. So when we use the D ending for E D, it's going to be when the root word, which is the original
[00:14:19.840 --> 00:14:28.160]   verb before E D ending, ends with a voiced or vibrating consonant sound. For example,
[00:14:29.120 --> 00:14:49.920]   Like Z sound. G. B. The voiced TH like /n/. M. Like /m/. Or N. Like /n/. L. L. R. R. N-G.
[00:14:49.920 --> 00:15:05.200]   Ng. Okay? So when you have those sounds, also /v/ the V sound /v/ and also the /j/ sound, like
[00:15:05.200 --> 00:15:20.520]   judge/ judged. So when you have the sounds like /z/ /g/ /b/ /v/ as in TH M. N. N. L. R.
[00:15:20.520 --> 00:15:34.300]   As in R. Ng. Ng. Or /v/ as in V. The V sound. Or /j/ /j/. Those will require the ED
[00:15:34.300 --> 00:15:42.940]   ending to sound like a D. D. D. D. So let's look at some example words, actually, before
[00:15:42.940 --> 00:15:53.880]   we go further. Sounds good. So, Suzanne, I can think of several verbs here that end with
[00:15:53.880 --> 00:16:03.560]   one of these voiced consonant sounds. For example, the verb grays, like grays on grass. This
[00:16:03.560 --> 00:16:09.400]   is what animals do when they eat grass. They graze on it. So if we change grays to the
[00:16:09.400 --> 00:16:20.240]   past tense, what does it sound like? It would sound like grazed, grazed. Okay, very good.
[00:16:20.240 --> 00:16:29.160]   Another example is, you know, a bad guy will rob a house, steal things from a house. He
[00:16:29.160 --> 00:16:59.120]   will rob a house. And if we change the verb rob into the past tense, it sounds like... Robbed. Robbed. Robbed with the D. Robbed. Okay, this is something I hate is when my internet connection lags. Okay, there's delay. It's lagging. And so to switch lag into the past tense, what does it sound like? It would sound like...
[00:16:59.120 --> 00:17:28.120]   lagged. Lagged. Your internet lagged yesterday. I'm sorry about that. And we also have other examples like clone changing to cloned. Bathe changes to bathe, spoil to spoiled, and care to cared. Okay, so these are just some of the examples used in the past tense.
[00:17:28.120 --> 00:17:41.120]   Using this second tip when you switch a verb that ends with a voiced consonant to Ed, add the D pronunciation instead of the other ones.
[00:17:41.120 --> 00:18:01.120]   And again, you can put your hand right on your throat and your vocal cords and you can feel the vibration whenever you say these sounds like...
[00:18:01.120 --> 00:18:18.120]   Juh. You'll feel a vibration and you'll know that is a voiced consonant and requires a D at the Ed ending sound. All right, everyone. So let's listen to another conversation example.
[00:18:18.120 --> 00:18:37.120]   And again, in this example, we want you to listen for past tense verbs and especially past tense verbs using this D ending. So keep your ears open for them and see how many you can pick out.
[00:18:37.120 --> 00:18:57.120]   Okay, let's listen to the example now. Hey Alice. How's the new pad? Yeah, it's great. We moved in yesterday and already entertained some guests.
[00:18:57.120 --> 00:19:14.120]   Wow, that's fast. I assume you used some movers? Nah, we just bagged everything up and moved. It only took a few hours, but we haven't arranged everything the way we want it to be yet.
[00:19:14.120 --> 00:19:28.120]   All right, Sue, it's your turn. I'm going to put you on the spot. Okay. So what verbs did you hear in that conversation that ended with the D sound?
[00:19:28.120 --> 00:19:53.120]   So I heard moved, right? We moved in yesterday and I heard entertained. We entertained some guests used, used some movers and bagged. We just bagged everything up and arranged.
[00:19:53.120 --> 00:20:02.120]   We haven't deranged everything. Those words ended with a voiced consonant. So we add a D sound.
[00:20:02.120 --> 00:20:25.120]   Exactly again. So the temptation is there for people to use their eyes when they're speaking English, right? You see ED, you want to pronounce it Ed, move Ed. But this is wrong. English is wacky and weird and wonderful, but definitely wacky and weird.
[00:20:25.120 --> 00:20:52.120]   And so we can't say move it. We have to say moved. Entertain did? No, entertained. Assume it? No, assumed. Okay, so again, when the end of the verb has a voiced consonant, then we must use that D ending to pronounce the past tense verb.
[00:20:52.120 --> 00:21:05.120]   Awesome. Now let's move on to our third and last ending sound, the id sound. When do we use id?
[00:21:05.120 --> 00:21:11.120]   That is a very good question, Sue. When do we use id?
[00:21:11.120 --> 00:21:30.120]   Well, the only time you use id is whenever you have a simple past that ends with a T, a T, or a D sound. So if you think about it, we just used the endings T and D for Ed.
[00:21:30.120 --> 00:21:52.120]   Now, say we have the word shout. Okay, like he shouted at me. Okay. Is a voiceless consonant, right? There's no vibration. So technically you would think, okay, so I add a T, but then you would go shout, doesn't make sense.
[00:21:52.120 --> 00:22:06.120]   Yeah, I see it doesn't really work. You can't add a voiceless T, Ed ending to a verb that already ends with T. Exactly. No, it doesn't work.
[00:22:06.120 --> 00:22:34.120]   Same thing with hand. Like say, hand me that book. He handed me that book. You wouldn't say hand. It's impossible to pronounce. Exactly. So English does this cool thing where we add a vowel in order to break up all of those weird sounds at the end to make it past.
[00:22:34.120 --> 00:22:59.120]   Instead of having lots of t-t-t-o, or d-t-t-a sounds at the end, we add an I, and a D, or an E, and a D. So it's shouted or handed. Shouted or handed. Yeah, I hear it. There's a very small vowel sound that we insert to break that up, right?
[00:22:59.120 --> 00:23:07.120]   Yeah. So why don't we listen to an example conversation using the ID ending, like shouted or handed?
[00:23:07.120 --> 00:23:19.120]   Very good. And once again, guys, how many examples of this sound that we use to pronounce the past tense can you hear in the following conversation?
[00:23:19.120 --> 00:23:26.120]   Keep your ears open for past tense verbs. Okay, let's listen now.
[00:23:29.120 --> 00:23:36.120]   Oh my gosh, I love your new jacket.
[00:23:36.120 --> 00:23:44.120]   Oh, thanks. I hated the old one. So I pleaded with my mom and she caved and bought me this.
[00:23:44.120 --> 00:23:49.120]   Oh, I love it. But I thought the old one suited you well too.
[00:23:49.120 --> 00:23:54.120]   Yeah, but I was fitted for this one. So it's almost custom made.
[00:23:54.120 --> 00:23:58.120]   Wow, they fitted you. What an unexpected treat.
[00:23:58.120 --> 00:24:08.120]   Yeah, and they gave my mom a discounted price because she's frequented that store for over 10 years and befriended the owner.
[00:24:08.120 --> 00:24:15.120]   Wow, sounds like your shopping experience exceeded expectations.
[00:24:15.120 --> 00:24:28.120]   Okay, so Sue, I'm going to put you in the hot seat again and tell me how many past tense verbs did you notice in that conversation that featured the ID ending?
[00:24:28.120 --> 00:24:50.120]   Okay, I heard hated, right, hate hated, pleed, pleaded, suited, fitted, unexpected, discounted.
[00:24:50.120 --> 00:25:00.120]   I heard that one too. And frequented. Yes, frequented the shop. Very good, right?
[00:25:00.120 --> 00:25:07.120]   Be friended, right, befriended the owner. Yeah, so befriended becomes befriended.
[00:25:07.120 --> 00:25:21.120]   And then exceeded, exceeded expectations. Exceeded expectations. Wow, Suzanne, you've got a really good ear for picking out these past tense verbs.
[00:25:21.120 --> 00:25:25.120]   Thanks, Andrew.
[00:25:25.120 --> 00:25:36.120]   Well, Sue, that about takes us to the end of this episode, but I think before we go, we should recap what we talked about today.
[00:25:36.120 --> 00:25:46.120]   So just to recap, whenever you're speaking or reading aloud and you get to a verb in the simple past form,
[00:25:46.120 --> 00:25:56.120]   remember if the root word or the original verb ends with a voiceless or non-vibrating consonant,
[00:25:56.120 --> 00:26:09.120]   you're going to pronounce the ED like a /t/ /t/ like worked. If you get to a word that the root word ends in a voiced consonant,
[00:26:09.120 --> 00:26:18.120]   then you will pronounce the ED ending like /d/, a /d/, like robbed, robbed.
[00:26:18.120 --> 00:26:27.120]   And finally, if you have a word in the simple past with a root verb that ends with a /t/ or a /d/ sound,
[00:26:27.120 --> 00:26:37.120]   you're going to add an /id/ as the ED ending like hated or exceeded.
[00:26:37.120 --> 00:26:50.120]   Everyone, I would also like to add that the first step to incorporating these three different pronunciation patterns into your English
[00:26:50.120 --> 00:26:54.120]   is just to be aware that they exist.
[00:26:54.120 --> 00:27:07.120]   So now that you know that ED, past tense ED in English is pronounced three different ways depending on the ending of the verb,
[00:27:07.120 --> 00:27:14.120]   you can keep your ears open for it when you are listening to English, when you are listening to Q-lips.
[00:27:14.120 --> 00:27:23.120]   How do we pronounce past tense verbs? This is the first step in making your pronunciation sound natural,
[00:27:23.120 --> 00:27:33.120]   being aware that they exist, and then slowly over time you can start pronouncing the verbs the correct way in your own speech as well.
[00:27:33.120 --> 00:27:41.120]   But don't stress out and feel like you have to make the change suddenly all at once because it's a really difficult thing
[00:27:41.120 --> 00:27:51.120]   to actually speak in a second language and pay attention to the end of a verb to determine if it's voiced or voiceless.
[00:27:51.120 --> 00:28:03.120]   This is really difficult, so it's a slow change and the first step is just being aware that these pronunciation rules exist in the first place.
[00:28:03.120 --> 00:28:04.120]   I agree.
[00:28:14.120 --> 00:28:24.120]   Guys, I highly recommend that you visit our website qlips.com to download the study guide for this episode.
[00:28:24.120 --> 00:28:37.120]   There's a lot of information that we gave you today and you can have it all conveniently right at your fingertips in the study guide by just downloading it on qlips.com.
[00:28:37.120 --> 00:28:48.120]   So if you want to get deeper into making your pronunciation sound more natural, visit the website to get the study guide.
[00:28:48.120 --> 00:28:53.120]   Once again, it is qlips.com.
[00:28:53.120 --> 00:29:00.120]   Thanks for teaching us today, Sue. It was a very educational lesson today. Thank you.
[00:29:00.120 --> 00:29:06.120]   Yeah, my pleasure. We'll talk to you next time, everybody. Bye!
[00:29:06.120 --> 00:29:08.120]   Bye!
[00:29:30.120 --> 00:29:38.120]   This helps new listeners find the show, so don't delay, rate and review today.
